WHO Region Code,WHO Region,Country Code,Country,Year,Sex,Alcohol total per capita (15+) consumption in liters (numeric),Alcohol total per capita (15+) consumption in liters (low estimation),Alcohol total per capita (15+) consumption in liters (high estimation),Alcohol total per capita (15+) consumption in liters (string)
EMR,Eastern Mediterranean,QAT,Qatar,2005,Male,2.28,1.48,2.77,2.28 [1.48 – 2.77]
WPR,Western Pacific,COK,Cook Islands,2005,Female,2.28,1.84,2.78,2.28 [1.84 – 2.78]
AMR,Americas,CUB,Cuba,2005,Female,2.28,1.86,2.75,2.28 [1.86 – 2.75]
AMR,Americas,GTM,Guatemala,2005,Both sexes,2.28,1.95,2.65,2.28 [1.95 – 2.65]
WPR,Western Pacific,PHL,Philippines,2005,Female,2.29,1.83,2.8,2.29 [1.83 – 2.8]
EUR,Europe,KGZ,Kyrgyzstan,2005,Female,2.32,1.86,2.85,2.32 [1.86 – 2.85]
AFR,Africa,MDG,Madagascar,2005,Male,2.34,1.43,3.53,2.34 [1.43 – 3.53]
AMR,Americas,COL,Colombia,2005,Female,2.34,1.9,2.87,2.34 [1.9 – 2.87]
SEAR,South-East Asia,IND,India,2005,Both sexes,2.35,1.58,3.29,2.35 [1.58 – 3.29]
AMR,Americas,DOM,Dominican Republic,2005,Female,2.48,2.06,2.95,2.48 [2.06 – 2.95]
WPR,Western Pacific,PNG,Papua New Guinea,2005,Male,2.5,1.46,3.8,2.5 [1.46 – 3.8]
AFR,Africa,LBR,Liberia,2005,Female,2.5,1.93,3.13,2.5 [1.93 – 3.13]
EMR,Eastern Mediterranean,BHR,Bahrain,2005,Male,2.51,1.78,2.95,2.51 [1.78 – 2.95]
EMR,Eastern Mediterranean,TUN,Tunisia,2005,Male,2.59,1.89,3.55,2.59 [1.89 – 3.55]
WPR,Western Pacific,SGP,Singapore,2005,Male,2.63,1.96,3.46,2.63 [1.96 – 3.46]
AMR,Americas,GUY,Guyana,2005,Female,2.63,2.17,3.14,2.63 [2.17 – 3.14]
AFR,Africa,ERI,Eritrea,2005,Both sexes,2.64,1.83,3.57,2.64 [1.83 – 3.57]
WPR,Western Pacific,SLB,Solomon Islands,2005,Male,2.65,1.91,3.63,2.65 [1.91 – 3.63]
AFR,Africa,SWZ,Eswatini,2005,Female,2.65,2.25,3.28,2.65 [2.25 – 3.28]
EUR,Europe,TKM,Turkmenistan,2005,Both sexes,2.66,2.32,3.12,2.66 [2.32 – 3.12]
AFR,Africa,NGA,Nigeria,2005,Female,2.68,2.13,3.23,2.68 [2.13 – 3.23]
WPR,Western Pacific,KHM,Cambodia,2005,Both sexes,2.69,1.75,3.71,2.69 [1.75 – 3.71]
AFR,Africa,NAM,Namibia,2005,Both sexes,2.7,2.03,3.45,2.7 [2.03 – 3.45]
WPR,Western Pacific,NIU,Niue,2005,Female,2.7,2.21,3.15,2.7 [2.21 – 3.15]
AMR,Americas,ATG,Antigua and Barbuda,2005,Female,2.7,2.22,3.43,2.7 [2.22 – 3.43]
AMR,Americas,TTO,Trinidad and Tobago,2005,Female,2.71,2.29,3.18,2.71 [2.29 – 3.18]
EUR,Europe,ISR,Israel,2005,Both sexes,2.73,2.32,3.27,2.73 [2.32 – 3.27]
AFR,Africa,BWA,Botswana,2005,Female,2.75,2.38,3.26,2.75 [2.38 – 3.26]
AFR,Africa,SYC,Seychelles,2005,Female,2.76,2.07,3.51,2.76 [2.07 – 3.51]
EUR,Europe,BIH,Bosnia and Herzegovina,2005,Female,2.76,2.18,3.38,2.76 [2.18 – 3.38]
AFR,Africa,TGO,Togo,2005,Both sexes,2.77,1.99,3.64,2.77 [1.99 – 3.64]
SEAR,South-East Asia,MDV,Maldives,2005,Male,2.78,1.94,3.74,2.78 [1.94 – 3.74]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2005,Both sexes,2.78,2.1,3.66,2.78 [2.1 – 3.66]
AMR,Americas,PRY,Paraguay,2005,Female,2.79,2.29,3.34,2.79 [2.29 – 3.34]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2005,Female,2.83,2.18,3.54,2.83 [2.18 – 3.54]
AMR,Americas,MEX,Mexico,2005,Female,2.84,2.28,3.52,2.84 [2.28 – 3.52]
AFR,Africa,ZWE,Zimbabwe,2005,Both sexes,2.84,2.34,3.43,2.84 [2.34 – 3.43]
EUR,Europe,GEO,Georgia,2005,Female,2.9,2.43,3.6,2.9 [2.43 – 3.6]
WPR,Western Pacific,VNM,Viet Nam,2005,Both sexes,2.91,1.91,3.93,2.91 [1.91 – 3.93]
AFR,Africa,ZMB,Zambia,2005,Both sexes,2.91,2.33,3.61,2.91 [2.33 – 3.61]
EUR,Europe,MLT,Malta,2005,Female,2.98,2.47,3.5,2.98 [2.47 – 3.5]
EUR,Europe,ALB,Albania,2005,Female,2.99,2.06,3.15,2.99 [2.06 – 3.15]
EUR,Europe,LUX,Luxembourg,2005,Male,20.11,17.37,23.13,20.11 [17.37 – 23.13]
EUR,Europe,BEL,Belgium,2005,Male,20.29,17.56,23.46,20.29 [17.56 – 23.46]
EUR,Europe,FRA,France,2005,Male,20.5,17.87,24.0,20.5 [17.87 – 24]
AFR,Africa,RWA,Rwanda,2005,Male,20.7,16.83,25.21,20.7 [16.83 – 25.21]
EUR,Europe,BLR,Belarus,2005,Male,20.93,18.34,24.78,20.93 [18.34 – 24.78]
EUR,Europe,PRT,Portugal,2005,Male,21.05,18.15,24.82,21.05 [18.15 – 24.82]
EUR,Europe,DEU,Germany,2005,Male,21.06,18.36,24.06,21.06 [18.36 – 24.06]
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2005,Male,21.5,18.69,24.68,21.5 [18.69 – 24.68]
EUR,Europe,IRL,Ireland,2005,Male,21.73,18.92,24.72,21.73 [18.92 – 24.72]
EUR,Europe,CZE,Czechia,2005,Male,22.81,19.53,26.72,22.81 [19.53 – 26.72]
EUR,Europe,HUN,Hungary,2005,Male,22.99,20.1,26.98,22.99 [20.1 – 26.98]
AFR,Africa,UGA,Uganda,2005,Male,23.29,19.81,28.21,23.29 [19.81 – 28.21]
EUR,Europe,MDA,Republic of Moldova,2005,Male,24.24,21.06,28.66,24.24 [21.06 – 28.66]
EUR,Europe,ROU,Romania,2005,Male,24.89,21.79,28.9,24.89 [21.79 – 28.9]
EUR,Europe,LTU,Lithuania,2005,Male,26.11,23.46,30.59,26.11 [23.46 – 30.59]
EUR,Europe,EST,Estonia,2005,Male,26.49,22.6,32.04,26.49 [22.6 – 32.04]
EUR,Europe,RUS,Russian Federation,2005,Male,27.86,24.43,33.14,27.86 [24.43 – 33.14]
AMR,Americas,BLZ,Belize,2005,Female,3.0,2.31,3.63,3 [2.31 – 3.63]
AFR,Africa,CPV,Cabo Verde,2005,Female,3.05,2.45,3.77,3.05 [2.45 – 3.77]
WPR,Western Pacific,FJI,Fiji,2005,Both sexes,3.09,2.27,4.03,3.09 [2.27 – 4.03]
AFR,Africa,BFA,Burkina Faso,2005,Female,3.09,2.51,3.86,3.09 [2.51 – 3.86]
AFR,Africa,MWI,Malawi,2005,Both sexes,3.14,2.22,4.11,3.14 [2.22 – 4.11]
SEAR,South-East Asia,BTN,Bhutan,2005,Male,3.15,1.83,4.61,3.15 [1.83 – 4.61]
AFR,Africa,TZA,United Republic of Tanzania,2005,Female,3.15,2.51,3.81,3.15 [2.51 – 3.81]
AFR,Africa,CMR,Cameroon,2005,Female,3.16,2.49,3.81,3.16 [2.49 – 3.81]
WPR,Western Pacific,TUV,Tuvalu,2005,Male,3.25,2.42,4.43,3.25 [2.42 – 4.43]
AMR,Americas,BRB,Barbados,2005,Female,3.26,2.74,3.9,3.26 [2.74 – 3.9]
SEAR,South-East Asia,LKA,Sri Lanka,2005,Male,3.31,2.68,4.15,3.31 [2.68 – 4.15]
AMR,Americas,PER,Peru,2005,Female,3.33,2.62,4.1,3.33 [2.62 – 4.1]
WPR,Western Pacific,KIR,Kiribati,2005,Both sexes,3.34,1.8,5.03,3.34 [1.8 – 5.03]
AMR,Americas,DMA,Dominica,2005,Female,3.38,2.63,4.1,3.38 [2.63 – 4.1]
AMR,Americas,GRD,Grenada,2005,Female,3.38,2.83,3.99,3.38 [2.83 – 3.99]
AFR,Africa,BDI,Burundi,2005,Female,3.43,2.74,4.16,3.43 [2.74 – 4.16]
EMR,Eastern Mediterranean,LBN,Lebanon,2005,Male,3.45,2.6,4.41,3.45 [2.6 – 4.41]
AMR,Americas,URY,Uruguay,2005,Female,3.5,2.95,4.26,3.5 [2.95 – 4.26]
EUR,Europe,TUR,Turkey,2005,Male,3.53,2.47,4.82,3.53 [2.47 – 4.82]
AFR,Africa,ZAF,South Africa,2005,Female,3.54,2.92,4.19,3.54 [2.92 – 4.19]
WPR,Western Pacific,TON,Tonga,2005,Male,3.56,2.5,4.99,3.56 [2.5 – 4.99]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2005,Both sexes,3.56,2.52,4.63,3.56 [2.52 – 4.63]
AFR,Africa,BEN,Benin,2005,Male,3.58,2.5,4.83,3.58 [2.5 – 4.83]
WPR,Western Pacific,NRU,Nauru,2005,Both sexes,3.58,2.67,4.59,3.58 [2.67 – 4.59]
AMR,Americas,KNA,Saint Kitts and Nevis,2005,Female,3.58,2.69,4.53,3.58 [2.69 – 4.53]
AMR,Americas,BRA,Brazil,2005,Female,3.67,3.05,4.38,3.67 [3.05 – 4.38]
EUR,Europe,NOR,Norway,2005,Female,3.67,3.17,4.27,3.67 [3.17 – 4.27]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2005,Both sexes,3.68,2.93,4.55,3.68 [2.93 – 4.55]
EUR,Europe,ISL,Iceland,2005,Female,3.68,3.13,4.28,3.68 [3.13 – 4.28]
AMR,Americas,GTM,Guatemala,2005,Male,3.71,3.25,4.44,3.71 [3.25 – 4.44]
EUR,Europe,UZB,Uzbekistan,2005,Male,3.75,3.18,4.53,3.75 [3.18 – 4.53]
AFR,Africa,CAF,Central African Republic,2005,Both sexes,3.76,2.65,5.02,3.76 [2.65 – 5.02]
SEAR,South-East Asia,THA,Thailand,2005,Female,3.76,3.09,4.51,3.76 [3.09 – 4.51]
SEAR,South-East Asia,IND,India,2005,Male,3.81,2.53,5.27,3.81 [2.53 – 5.27]
AMR,Americas,SLV,El Salvador,2005,Both sexes,3.81,2.99,4.77,3.81 [2.99 – 4.77]
EUR,Europe,KAZ,Kazakhstan,2005,Female,3.86,3.18,4.7,3.86 [3.18 – 4.7]
AMR,Americas,HTI,Haiti,2005,Both sexes,3.87,3.09,4.75,3.87 [3.09 – 4.75]
AMR,Americas,HND,Honduras,2005,Both sexes,3.89,3.09,4.84,3.89 [3.09 – 4.84]
WPR,Western Pacific,MNG,Mongolia,2005,Both sexes,3.89,3.18,4.72,3.89 [3.18 – 4.72]
AFR,Africa,COG,Congo,2005,Both sexes,3.91,2.92,5.01,3.91 [2.92 – 5.01]
AMR,Americas,JAM,Jamaica,2005,Both sexes,3.92,2.99,4.92,3.92 [2.99 – 4.92]
AMR,Americas,ECU,Ecuador,2005,Both sexes,3.93,3.29,4.65,3.93 [3.29 – 4.65]
EUR,Europe,ITA,Italy,2005,Female,3.96,3.3,4.75,3.96 [3.3 – 4.75]
WPR,Western Pacific,JPN,Japan,2005,Female,3.98,3.35,4.7,3.98 [3.35 – 4.7]
AFR,Africa,GMB,Gambia,2005,Both sexes,3.99,3.02,5.04,3.99 [3.02 – 5.04]
WPR,Western Pacific,CHN,China,2005,Both sexes,4.01,3.19,4.91,4.01 [3.19 – 4.91]
EUR,Europe,SWE,Sweden,2005,Female,4.02,3.35,4.75,4.02 [3.35 – 4.75]
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),2005,Female,4.06,3.33,4.87,4.06 [3.33 – 4.87]
AMR,Americas,ARG,Argentina,2005,Female,4.19,3.59,5.0,4.19 [3.59 – 5]
WPR,Western Pacific,WSM,Samoa,2005,Both sexes,4.21,3.15,5.23,4.21 [3.15 – 5.23]
AFR,Africa,GNQ,Equatorial Guinea,2005,Female,4.26,3.49,4.66,4.26 [3.49 – 4.66]
AMR,Americas,BOL,Bolivia (Plurinational State of),2005,Both sexes,4.31,3.25,5.39,4.31 [3.25 – 5.39]
AMR,Americas,CHL,Chile,2005,Female,4.31,3.68,5.1,4.31 [3.68 – 5.1]
EUR,Europe,ISR,Israel,2005,Male,4.32,3.7,5.24,4.32 [3.7 – 5.24]
AFR,Africa,ERI,Eritrea,2005,Male,4.38,3.06,5.94,4.38 [3.06 – 5.94]
AFR,Africa,GAB,Gabon,2005,Female,4.39,3.68,5.17,4.39 [3.68 – 5.17]
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2005,Both sexes,4.4,3.56,5.34,4.4 [3.56 – 5.34]
WPR,Western Pacific,KHM,Cambodia,2005,Male,4.41,2.94,6.24,4.41 [2.94 – 6.24]
AFR,Africa,TGO,Togo,2005,Male,4.42,3.2,5.86,4.42 [3.2 – 5.86]
AFR,Africa,TCD,Chad,2005,Both sexes,4.43,2.94,6.07,4.43 [2.94 – 6.07]
AFR,Africa,STP,Sao Tome and Principe,2005,Female,4.44,3.68,5.26,4.44 [3.68 – 5.26]
AMR,Americas,CAN,Canada,2005,Female,4.47,3.8,5.22,4.47 [3.8 – 5.22]
AMR,Americas,USA,United States of America,2005,Female,4.47,3.86,5.24,4.47 [3.86 – 5.24]
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2005,Male,4.51,2.79,5.08,4.51 [2.79 – 5.08]
EUR,Europe,TKM,Turkmenistan,2005,Male,4.55,3.99,5.38,4.55 [3.99 – 5.38]
WPR,Western Pacific,FSM,Micronesia (Federated States of),2005,Male,4.58,3.44,6.0,4.58 [3.44 – 6]
AFR,Africa,NAM,Namibia,2005,Male,4.61,3.52,6.0,4.61 [3.52 – 6]
AMR,Americas,BHS,Bahamas,2005,Both sexes,4.65,2.76,6.69,4.65 [2.76 – 6.69]
WPR,Western Pacific,VNM,Viet Nam,2005,Male,4.73,3.13,6.43,4.73 [3.13 – 6.43]
AFR,Africa,ZMB,Zambia,2005,Male,4.75,3.81,5.94,4.75 [3.81 – 5.94]
EUR,Europe,HRV,Croatia,2005,Female,4.78,4.03,6.03,4.78 [4.03 – 6.03]
AFR,Africa,AGO,Angola,2005,Both sexes,4.8,3.68,5.91,4.8 [3.68 – 5.91]
AMR,Americas,LCA,Saint Lucia,2005,Female,4.89,4.09,5.82,4.89 [4.09 – 5.82]
EUR,Europe,ARM,Armenia,2005,Both sexes,4.92,3.99,5.99,4.92 [3.99 – 5.99]
EUR,Europe,GRC,Greece,2005,Female,4.92,4.16,5.7,4.92 [4.16 – 5.7]
AFR,Africa,ZWE,Zimbabwe,2005,Male,4.94,4.19,6.11,4.94 [4.19 – 6.11]
EUR,Europe,LVA,Latvia,2005,Female,4.95,4.07,6.24,4.95 [4.07 – 6.24]
EUR,Europe,POL,Poland,2005,Female,4.99,4.24,5.93,4.99 [4.24 – 5.93]
AFR,Africa,GHA,Ghana,2005,Both sexes,5.01,3.59,6.43,5.01 [3.59 – 6.43]
WPR,Western Pacific,FJI,Fiji,2005,Male,5.06,3.7,6.56,5.06 [3.7 – 6.56]
EUR,Europe,BGR,Bulgaria,2005,Female,5.07,4.33,5.92,5.07 [4.33 – 5.92]
EUR,Europe,NLD,Netherlands,2005,Female,5.08,4.42,5.82,5.08 [4.42 – 5.82]
AFR,Africa,LSO,Lesotho,2005,Both sexes,5.12,3.79,6.5,5.12 [3.79 – 6.5]
AFR,Africa,MWI,Malawi,2005,Male,5.21,3.72,6.9,5.21 [3.72 – 6.9]
WPR,Western Pacific,KOR,Republic of Korea,2005,Female,5.26,4.29,6.14,5.26 [4.29 – 6.14]
AFR,Africa,MUS,Mauritius,2005,Both sexes,5.28,3.91,6.2,5.28 [3.91 – 6.2]
AMR,Americas,NIC,Nicaragua,2005,Both sexes,5.28,4.16,6.51,5.28 [4.16 – 6.51]
WPR,Western Pacific,NZL,New Zealand,2005,Female,5.31,4.64,6.15,5.31 [4.64 – 6.15]
AFR,Africa,SLE,Sierra Leone,2005,Both sexes,5.36,4.06,6.81,5.36 [4.06 – 6.81]
AFR,Africa,RWA,Rwanda,2005,Female,5.36,4.35,6.52,5.36 [4.35 – 6.52]
AMR,Americas,SUR,Suriname,2005,Both sexes,5.38,4.52,6.43,5.38 [4.52 – 6.43]
AMR,Americas,VCT,Saint Vincent and the Grenadines,2005,Both sexes,5.42,4.42,6.45,5.42 [4.42 – 6.45]
AMR,Americas,PAN,Panama,2005,Both sexes,5.48,4.61,6.54,5.48 [4.61 – 6.54]
AFR,Africa,GNB,Guinea-Bissau,2005,Both sexes,5.49,4.37,6.7,5.49 [4.37 – 6.7]
AMR,Americas,CRI,Costa Rica,2005,Both sexes,5.51,4.43,6.71,5.51 [4.43 – 6.71]
EUR,Europe,SVK,Slovakia,2005,Female,5.52,4.71,6.53,5.52 [4.71 – 6.53]
EUR,Europe,UKR,Ukraine,2005,Female,5.54,4.68,6.68,5.54 [4.68 – 6.68]
AMR,Americas,CUB,Cuba,2005,Both sexes,5.55,4.52,6.61,5.55 [4.52 – 6.61]
AMR,Americas,COL,Colombia,2005,Both sexes,5.63,4.55,6.74,5.63 [4.55 – 6.74]
WPR,Western Pacific,PHL,Philippines,2005,Both sexes,5.63,4.55,6.85,5.63 [4.55 – 6.85]
EUR,Europe,CHE,Switzerland,2005,Female,5.68,4.96,6.61,5.68 [4.96 – 6.61]
WPR,Western Pacific,KIR,Kiribati,2005,Male,5.7,3.1,8.69,5.7 [3.1 – 8.69]
EUR,Europe,CYP,Cyprus,2005,Female,5.76,4.86,6.57,5.76 [4.86 – 6.57]
AMR,Americas,ATG,Antigua and Barbuda,2005,Both sexes,5.85,4.65,7.19,5.85 [4.65 – 7.19]
AFR,Africa,UGA,Uganda,2005,Female,5.9,4.98,7.17,5.9 [4.98 – 7.17]
EUR,Europe,SVN,Slovenia,2005,Female,5.91,5.1,6.9,5.91 [5.1 – 6.9]
EUR,Europe,DNK,Denmark,2005,Female,5.94,5.08,6.91,5.94 [5.08 – 6.91]
WPR,Western Pacific,AUS,Australia,2005,Female,5.96,5.14,6.88,5.96 [5.14 – 6.88]
WPR,Western Pacific,COK,Cook Islands,2005,Both sexes,5.97,4.83,7.25,5.97 [4.83 – 7.25]
AMR,Americas,ECU,Ecuador,2005,Male,6.01,5.03,7.09,6.01 [5.03 – 7.09]
AMR,Americas,TTO,Trinidad and Tobago,2005,Both sexes,6.01,5.07,7.01,6.01 [5.07 – 7.01]
WPR,Western Pacific,NRU,Nauru,2005,Male,6.05,4.55,7.81,6.05 [4.55 – 7.81]
WPR,Western Pacific,MNG,Mongolia,2005,Male,6.05,4.99,7.37,6.05 [4.99 – 7.37]
AMR,Americas,DOM,Dominican Republic,2005,Both sexes,6.08,5.1,7.22,6.08 [5.1 – 7.22]
EUR,Europe,ESP,Spain,2005,Female,6.08,5.21,7.02,6.08 [5.21 – 7.02]
AFR,Africa,CAF,Central African Republic,2005,Male,6.09,4.33,8.22,6.09 [4.33 – 8.22]
AFR,Africa,LBR,Liberia,2005,Both sexes,6.09,4.68,7.59,6.09 [4.68 – 7.59]
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2005,Male,6.09,4.89,7.57,6.09 [4.89 – 7.57]
EUR,Europe,FIN,Finland,2005,Female,6.12,5.28,7.08,6.12 [5.28 – 7.08]
EUR,Europe,AUT,Austria,2005,Female,6.2,5.43,7.21,6.2 [5.43 – 7.21]
AFR,Africa,COG,Congo,2005,Male,6.21,4.66,8.01,6.21 [4.66 – 8.01]
AFR,Africa,SYC,Seychelles,2005,Both sexes,6.23,4.67,7.92,6.23 [4.67 – 7.92]
EUR,Europe,AND,Andorra,2005,Female,6.26,5.24,6.9,6.26 [5.24 – 6.9]
EUR,Europe,BLR,Belarus,2005,Female,6.28,5.5,7.43,6.28 [5.5 – 7.43]
AMR,Americas,HND,Honduras,2005,Male,6.3,5.02,7.89,6.3 [5.02 – 7.89]
WPR,Western Pacific,CHN,China,2005,Male,6.31,4.96,7.64,6.31 [4.96 – 7.64]
EUR,Europe,FRA,France,2005,Female,6.31,5.48,7.48,6.31 [5.48 – 7.48]
AMR,Americas,JAM,Jamaica,2005,Male,6.33,4.87,8.06,6.33 [4.87 – 8.06]
EUR,Europe,BEL,Belgium,2005,Female,6.34,5.47,7.34,6.34 [5.47 – 7.34]
AMR,Americas,HTI,Haiti,2005,Male,6.35,5.11,7.9,6.35 [5.11 – 7.9]
AMR,Americas,SLV,El Salvador,2005,Male,6.38,5.2,8.26,6.38 [5.2 – 8.26]
EUR,Europe,PRT,Portugal,2005,Female,6.44,5.52,7.63,6.44 [5.52 – 7.63]
EUR,Europe,DEU,Germany,2005,Female,6.49,5.61,7.41,6.49 [5.61 – 7.41]
AMR,Americas,MEX,Mexico,2005,Both sexes,6.55,5.24,7.91,6.55 [5.24 – 7.91]
EUR,Europe,LUX,Luxembourg,2005,Female,6.57,5.52,7.67,6.57 [5.52 – 7.67]
AMR,Americas,BOL,Bolivia (Plurinational State of),2005,Male,6.61,4.97,8.29,6.61 [4.97 – 8.29]
AMR,Americas,PRY,Paraguay,2005,Both sexes,6.66,5.48,7.84,6.66 [5.48 – 7.84]
EUR,Europe,GEO,Georgia,2005,Both sexes,6.68,5.42,8.05,6.68 [5.42 – 8.05]
AMR,Americas,GUY,Guyana,2005,Both sexes,6.69,5.52,7.97,6.69 [5.52 – 7.97]
EUR,Europe,MLT,Malta,2005,Both sexes,6.69,5.58,7.86,6.69 [5.58 – 7.86]
EUR,Europe,KGZ,Kyrgyzstan,2005,Both sexes,6.76,5.45,8.19,6.76 [5.45 – 8.19]
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2005,Female,6.76,5.91,7.82,6.76 [5.91 – 7.82]
AFR,Africa,CPV,Cabo Verde,2005,Both sexes,6.77,5.3,8.17,6.77 [5.3 – 8.17]
AFR,Africa,GMB,Gambia,2005,Male,6.78,5.26,8.76,6.78 [5.26 – 8.76]
AFR,Africa,NGA,Nigeria,2005,Both sexes,6.78,5.41,8.19,6.78 [5.41 – 8.19]
WPR,Western Pacific,WSM,Samoa,2005,Male,6.85,5.07,8.4,6.85 [5.07 – 8.4]
AMR,Americas,PER,Peru,2005,Both sexes,6.98,5.57,8.48,6.98 [5.57 – 8.48]
EUR,Europe,MKD,The former Yugoslav Republic of Macedonia,2005,Both sexes,7.01,5.46,8.59,7.01 [5.46 – 8.59]
AFR,Africa,SWZ,Eswatini,2005,Both sexes,7.02,5.84,8.31,7.02 [5.84 – 8.31]
AFR,Africa,BWA,Botswana,2005,Both sexes,7.07,6.03,8.14,7.07 [6.03 – 8.14]
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2005,Male,7.11,5.8,8.72,7.11 [5.8 – 8.72]
AMR,Americas,BLZ,Belize,2005,Both sexes,7.19,5.6,8.65,7.19 [5.6 – 8.65]
EUR,Europe,HUN,Hungary,2005,Female,7.2,6.31,8.53,7.2 [6.31 – 8.53]
EUR,Europe,BIH,Bosnia and Herzegovina,2005,Both sexes,7.23,5.71,8.66,7.23 [5.71 – 8.66]
EUR,Europe,CZE,Czechia,2005,Female,7.25,6.21,8.49,7.25 [6.21 – 8.49]
EUR,Europe,IRL,Ireland,2005,Female,7.33,6.37,8.34,7.33 [6.37 – 8.34]
AFR,Africa,TCD,Chad,2005,Male,7.34,4.88,10.11,7.34 [4.88 – 10.11]
AMR,Americas,BHS,Bahamas,2005,Male,7.36,4.43,10.71,7.36 [4.43 – 10.71]
WPR,Western Pacific,NIU,Niue,2005,Both sexes,7.37,6.15,8.59,7.37 [6.15 – 8.59]
AMR,Americas,URY,Uruguay,2005,Both sexes,7.48,6.21,8.8,7.48 [6.21 – 8.8]
EUR,Europe,NOR,Norway,2005,Both sexes,7.51,6.53,8.64,7.51 [6.53 – 8.64]
AFR,Africa,CMR,Cameroon,2005,Both sexes,7.56,5.94,9.04,7.56 [5.94 – 9.04]
AFR,Africa,AGO,Angola,2005,Male,7.58,5.82,9.39,7.58 [5.82 – 9.39]
EUR,Europe,ROU,Romania,2005,Female,7.69,6.67,8.93,7.69 [6.67 – 8.93]
EUR,Europe,ALB,Albania,2005,Both sexes,7.71,6.27,9.24,7.71 [6.27 – 9.24]
AMR,Americas,BRB,Barbados,2005,Both sexes,7.71,6.4,9.02,7.71 [6.4 – 9.02]
EUR,Europe,ISL,Iceland,2005,Both sexes,7.76,6.64,9.02,7.76 [6.64 – 9.02]
EUR,Europe,RUS,Russian Federation,2005,Female,7.79,6.84,9.28,7.79 [6.84 – 9.28]
AMR,Americas,KNA,Saint Kitts and Nevis,2005,Both sexes,7.88,5.89,9.86,7.88 [5.89 – 9.86]
EUR,Europe,EST,Estonia,2005,Female,7.91,6.64,9.73,7.91 [6.64 – 9.73]
AFR,Africa,GHA,Ghana,2005,Male,7.93,5.66,10.18,7.93 [5.66 – 10.18]
EUR,Europe,LTU,Lithuania,2005,Female,8.06,7.1,9.72,8.06 [7.1 – 9.72]
EUR,Europe,ARM,Armenia,2005,Male,8.1,6.84,10.24,8.1 [6.84 – 10.24]
WPR,Western Pacific,JPN,Japan,2005,Both sexes,8.11,6.82,9.41,8.11 [6.82 – 9.41]
EUR,Europe,MDA,Republic of Moldova,2005,Female,8.15,7.02,9.78,8.15 [7.02 – 9.78]
AMR,Americas,GRD,Grenada,2005,Both sexes,8.19,6.89,9.59,8.19 [6.89 – 9.59]
AMR,Americas,BRA,Brazil,2005,Both sexes,8.35,6.98,9.67,8.35 [6.98 – 9.67]
AFR,Africa,MUS,Mauritius,2005,Male,8.5,6.28,10.03,8.5 [6.28 – 10.03]
EUR,Europe,ITA,Italy,2005,Both sexes,8.55,7.08,10.09,8.55 [7.08 – 10.09]
AMR,Americas,SUR,Suriname,2005,Male,8.59,7.17,10.26,8.59 [7.17 – 10.26]
AMR,Americas,VCT,Saint Vincent and the Grenadines,2005,Male,8.6,6.91,10.18,8.6 [6.91 – 10.18]
AMR,Americas,DMA,Dominica,2005,Both sexes,8.61,6.78,10.49,8.61 [6.78 – 10.49]
AFR,Africa,BFA,Burkina Faso,2005,Both sexes,8.62,6.89,10.49,8.62 [6.89 – 10.49]
AFR,Africa,BDI,Burundi,2005,Both sexes,8.62,6.92,10.33,8.62 [6.92 – 10.33]
AMR,Americas,NIC,Nicaragua,2005,Male,8.63,6.87,10.8,8.63 [6.87 – 10.8]
EUR,Europe,SWE,Sweden,2005,Both sexes,8.64,7.19,10.11,8.64 [7.19 – 10.11]
AMR,Americas,ARG,Argentina,2005,Both sexes,8.66,7.32,10.06,8.66 [7.32 – 10.06]
AMR,Americas,PAN,Panama,2005,Male,8.71,7.32,10.38,8.71 [7.32 – 10.38]
AMR,Americas,CRI,Costa Rica,2005,Male,8.8,7.09,10.71,8.8 [7.09 – 10.71]
AFR,Africa,TZA,United Republic of Tanzania,2005,Both sexes,8.83,7.11,10.6,8.83 [7.11 – 10.6]
AFR,Africa,LSO,Lesotho,2005,Male,8.85,6.63,11.42,8.85 [6.63 – 11.42]
AMR,Americas,CUB,Cuba,2005,Male,8.9,7.29,10.66,8.9 [7.29 – 10.66]
AMR,Americas,CHL,Chile,2005,Both sexes,8.93,7.59,10.46,8.93 [7.59 – 10.46]
SEAR,South-East Asia,THA,Thailand,2005,Both sexes,8.97,7.34,10.61,8.97 [7.34 – 10.61]
WPR,Western Pacific,PHL,Philippines,2005,Male,9.01,7.27,11.02,9.01 [7.27 – 11.02]
AFR,Africa,GNQ,Equatorial Guinea,2005,Both sexes,9.01,7.83,10.23,9.01 [7.83 – 10.23]
AMR,Americas,COL,Colombia,2005,Male,9.18,7.54,11.18,9.18 [7.54 – 11.18]
